事前,"prior, beforehand, in advance, before the fact, ex ante",じぜん,Noun which may take the genitive case particle 'no'
方策,"plan, policy",ほうさく,Noun
油絵,oil painting,あぶらえ,Noun
投入,"throwing in, inserting, depositing (e.g. a ballot)",とうにゅう,"Noun, Suru verb, Transitive verb"
原作,original work,げんさく,"Noun, Noun which may take the genitive case particle 'no'"
噴出,"spewing, gushing, spouting, eruption, effusion",ふんしゅつ,"Noun, Suru verb, Transitive verb, Intransitive verb"
復興,"revival, reconstruction, restoration, rebuilding, recovery, renaissance",ふっこう,"Noun, Suru verb, Transitive verb, Intransitive verb"
熱湯,boiling water,ねっとう,"Noun, Noun which may take the genitive case particle 'no'"
放置,"leaving as is, leaving alone, leaving to chance, neglecting, abandoning",ほうち,"Noun, Suru verb, Transitive verb"
何気ない,"casual, unconcerned, nonchalant, indifferent, offhand",なにげ,I-adjective 
侵す,"to invade, to raid, to violate (airspace, etc.), to intrude, to trespass",おか,"Godan verb with su ending, Transitive verb"
短縮,"shortening, contraction, reduction, curtailment, abbreviation",たんしゅく,"Noun, Suru verb, Transitive verb"
志望,"wish, desire, ambition, choice",しぼう,"Noun, Suru verb, Transitive verb"
提携,"cooperation, tie-up, joint business, partnership, alliance, sponsorship",ていけい,"Noun, Suru verb, Transitive verb, Intransitive verb"
投げ出す,"to throw down, to throw out, to stretch out (one's legs)",な,"Godan verb with su ending, Transitive verb"
健在,"in good health, alive and well, going strong",けんざい,"Na-adjective , Noun"
全盛,height of prosperity,ぜんせい,"Noun, Noun which may take the genitive case particle 'no'"
放射能,radioactivity,ほうしゃのう,Noun
勧め,"recommendation, advice, suggestion, encouragement",すす,"Noun, Suru verb"
勧誘,"invitation, solicitation, canvassing, canvasing, inducement, persuasion, encouragement",かんゆう,"Noun, Suru verb, Transitive verb"
雑貨,"miscellaneous goods, general goods, sundries",ざっか,Noun
便宜,"convenience, accommodation, advantage, benefit, expediency",べんぎ,Noun
真上,"just above, right overhead",まうえ,"Noun, Noun which may take the genitive case particle 'no'"
器,"bowl, vessel, container",うつわ,Noun
無言,"silence (not speaking), muteness",むごん,"Noun, Noun which may take the genitive case particle 'no'"
引き下げる,"to pull down, to lower, to reduce, to withdraw",ひ,"Ichidan verb, Transitive verb"
編,"compilation (of a text), editing",へん,"Noun, Noun, used as a suffix"
議決,"resolution, decision, vote",ぎけつ,"Noun, Suru verb, Transitive verb"
譲歩,"concession, conciliation, compromise",じょうほ,"Noun, Suru verb, Transitive verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
定まる,"to become settled, to be fixed",さだ,"Godan verb with ru ending, Intransitive verb"
走行,"running (of a car, bus, etc.), traveling, travelling",そうこう,"Noun, Suru verb, Intransitive verb"
教え,"teaching, instruction, teachings, precept, lesson, doctrine",おし,Noun
復旧,"restoration, restitution, rehabilitation",ふっきゅう,"Noun, Suru verb, Transitive verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
結成,"formation, combination",けっせい,"Noun, Suru verb, Transitive verb"
採算,profit,さいさん,Noun
阻む,"to keep someone from doing, to stop, to prevent, to check, to hinder, to obstruct, to oppose, to thwart",はば,Godan verb with mu ending
個別,"individual, separate, personal, case-by-case",こべつ,Noun which may take the genitive case particle 'no'
原油,crude oil,げんゆ,Noun
取材,"gathering material (for an article, novel, etc.), collecting information, covering (an event, incident, etc.), reporting, interview (for a news story)",しゅざい,"Noun, Suru verb, Transitive verb, Intransitive verb"
利息,"interest (on a loan, deposit, etc.)",りそく,Noun
中傷,"slander, libel, defamation, calumny, smear",ちゅうしょう,"Noun, Suru verb, Transitive verb"
根気,"patience, perseverance, persistence, tenacity, energy",こんき,Noun
調べ,"investigation, inspection, examination",しら,"Noun, Noun, used as a suffix"
本文,"text (of a book, document, etc.), body (of a letter)",ほんぶん,Noun
移行,"transition, changeover, switchover, shift",いこう,"Noun, Suru verb, Transitive verb, Intransitive verb"
育成,"rearing, training, nurture, cultivation, promotion",いくせい,"Noun, Suru verb, Transitive verb"
街頭,(on the) street,がいとう,Noun
推理,"reasoning, inference, deduction",すいり,"Noun, Suru verb, Transitive verb"
内臓,"internal organs, viscera",ないぞう,Noun
受け止める,"to catch, to stop the blow",う,"Ichidan verb, Transitive verb"
受身,the defensive,うけみ,"Noun, Noun which may take the genitive case particle 'no', Na-adjective "
冒頭,"beginning, opening, start, outset",ぼうとう,Noun
巧妙,"ingenious, skillful, clever, deft",こうみょう,"Na-adjective , Noun"
工作,handicraft,こうさく,"Noun, Suru verb, Transitive verb"
趣,"meaning, tenor, gist",おもむき,Noun
手法,"technique, method",しゅほう,Noun
名高い,"famous, noted, renowned, celebrated, well-known",なだか,I-adjective 
出動,"mobilization, going into action, being dispatched, being sent out, being called in, turning out",しゅつどう,"Noun, Suru verb, Intransitive verb"
設置,"establishment, institution",せっち,"Noun, Suru verb, Transitive verb"
方式,"form, method, system, formula",ほうしき,Noun
一括,"lumping together, summing up, bundle, lump, batch",いっかつ,"Noun, Suru verb, Transitive verb"
配給,"distribution (e.g. films, rice)",はいきゅう,"Noun, Suru verb, Transitive verb"
脱退,"withdrawal (e.g. from an organization), secession, leaving, pulling out",だったい,"Noun, Suru verb, Intransitive verb"
予感,"presentiment, premonition, hunch",よかん,Noun
命中,"(direct) hit, hitting the mark",めいちゅう,"Noun, Suru verb, Intransitive verb"
液,"liquid, fluid",えき,"Noun, Noun, used as a suffix"
逆転,"reversal (of a situation), turnaround, turnabout, turning the tables, sudden change",ぎゃくてん,"Noun, Suru verb, Transitive verb, Intransitive verb"
応急,"emergency, first-aid",おうきゅう,"Noun, Noun which may take the genitive case particle 'no'"
連帯,solidarity,れんたい,"Noun, Suru verb, Intransitive verb"
捕獲,"capture, seizure",ほかく,"Noun, Suru verb, Transitive verb"
河川,rivers,かせん,Noun
露骨,"open, unconcealed, undisguised, blatant, plain, frank",ろこつ,"Na-adjective , Noun"
一部分,"one part, one portion, one section",いちぶぶん,Noun
改訂,"revision (of text), alteration, change",かいてい,"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'"
外貨,"foreign currency, foreign money, foreign exchange",がいか,Noun
外相,Foreign Minister,がいしょう,Noun
後回し,"putting off, postponing",あとまわ,Noun
肉親,"blood relationship, blood relative",にくしん,Noun
日の丸,outline of the Sun (esp. represented as a red circle),ひ,Noun
指令,"orders, instructions, directive, command",しれい,"Noun, Suru verb, Transitive verb"
朗読,"reading aloud, recitation",ろうどく,"Noun, Suru verb, Transitive verb"
慣行,"customary practice, habit, traditional event",かんこう,"Noun, Noun which may take the genitive case particle 'no'"
法学,"law, jurisprudence",ほうがく,"Noun, Noun which may take the genitive case particle 'no'"
区画,"division, section, compartment, block, plot, lot, partition, boundary",くかく,"Noun, Suru verb, Transitive verb"
拘束,"restriction, restraint, binding, constraint",こうそく,"Noun, Suru verb, Transitive verb"
追及,"investigation (e.g. into someone's guilt), questioning, pressing, hounding, pinning down",ついきゅう,"Noun, Suru verb, Transitive verb"
誇る,"to boast of, to be proud of, to take pride in",ほこ,"Godan verb with ru ending, Transitive verb"
丸ごと,"in its entirety, whole, wholly",まるごと,Adverb 
既婚,married,きこん,"Noun which may take the genitive case particle 'no', Noun"
日ごろ,"normally, habitually",ひ,"Noun, Adverb "
危ぶむ,"to fear, to doubt, to have misgivings about, to worry about, to be anxious about, to be apprehensive about",あや,"Godan verb with mu ending, Transitive verb"
規約,"agreement, rules, code, protocol, convention, bylaw",きやく,Noun
切れ目,"gap, break, rift",き,Noun
落下,"fall, drop, descent, coming down",らっか,"Noun, Suru verb, Intransitive verb"
技,"technique, art, skill, move",わざ,Noun
不審,"doubt, suspicion, question, strangeness",ふしん,"Noun, Na-adjective "
休戦,"cease-fire, truce, armistice",きゅうせん,"Noun, Suru verb, Intransitive verb"
窮屈,"narrow, tight, cramped",きゅうくつ,"Na-adjective , Noun"
救い,"help, rescue, aid, relief",すく,Noun
略奪,"pillage, plunder, looting, robbery",りゃくだつ,"Noun, Suru verb, Transitive verb"
凶作,"bad harvest, poor crop",きょうさく,"Noun, Noun which may take the genitive case particle 'no'"
教材,teaching materials,きょうざい,Noun
郷愁,"nostalgia, homesickness",きょうしゅう,Noun
委託,"entrusting (something to a person), consignment (of goods), putting in someone's charge, trust, commission",いたく,"Noun, Suru verb, Transitive verb"
期日,"fixed date, appointed date, set date",きじつ,Noun
決算,"settlement of accounts, closing accounts, financial results, reporting (of accounts)",けっさん,"Noun, Noun which may take the genitive case particle 'no', Suru verb, Intransitive verb"
持ち,"having, holding, possessing, owning, using, holder, owner, user",も,"Noun, Noun, used as a suffix"
相場,market price,そうば,Noun
誘導,"guidance, leading, induction, introduction, incitement, inducement",ゆうどう,"Noun, Suru verb, Transitive verb"
張り紙,"paper patch, paper backing, poster, sticker, label",は,Noun
軍備,"armaments, military preparations",ぐんび,Noun
経路,"course, route, path, channel",けいろ,Noun
対比,"contrast, comparison",たいひ,"Noun, Suru verb"
前売り,"advance sale, booking",まえう,"Noun, Suru verb, Transitive verb"
停滞,"stagnation, tie-up, standstill, congestion, delay, accumulation, falling into arrears",ていたい,"Noun, Suru verb, Intransitive verb"
膨れる,"to swell (out), to expand, to be inflated, to distend, to bulge",ふく,"Ichidan verb, Intransitive verb"
身近,"near oneself, close to one, familiar",みぢか,"Na-adjective , Noun"
目録,"catalogue, catalog, inventory, index, list",もくろく,Noun
転換,"conversion, diversion, changeover, commutation, switchover",てんかん,"Noun, Suru verb, Transitive verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
意気込む,"to be enthusiastic (about), to be eager (to do), to be keen, to be intent (on), to be determined",いきご,"Godan verb with mu ending, Intransitive verb"
出題,"setting a question (for an exam, quiz, etc.)",しゅつだい,"Noun, Suru verb, Transitive verb, Intransitive verb"
時差,time difference,じさ,Noun
核,"stone (of a fruit), pit, pip",かく,Noun
中枢,"centre, center, pivot, mainstay, nucleus, hub, backbone, central figure, pillar, key person",ちゅうすう,Noun
内訳,"itemization (of expenses), the items, breakdown, classification",うちわけ,Noun
取り締まり,"control, management, supervision",と,Noun
初版,first edition,しょはん,Noun
苗,"seedling, young plant",なえ,Noun
内乱,"civil war, insurrection, rebellion, domestic conflict",ないらん,Noun
砂利,"gravel, ballast, pebbles",じゃり,"Noun, Noun which may take the genitive case particle 'no'"
単一,"single, simple, sole, individual, unitary",たんいつ,"Na-adjective , Noun which may take the genitive case particle 'no', Noun"
国防,"national defence, national defense",こくぼう,Noun
風土,"natural features, topography, climate, spiritual features",ふうど,Noun
責務,"duty, obligation",せきむ,Noun
合致,"agreement, concurrence, conformance, compliance",がっち,"Noun, Suru verb, Intransitive verb"
売り出す,"to put on the market, to put out for sale, to put on sale, to begin selling, to market",う,"Godan verb with su ending, Transitive verb"
連日,"day after day, every day",れんじつ,"Noun, Noun which may take the genitive case particle 'no', Adverb "
税務署,tax office,ぜいむしょ,Noun
現行,"present, current, in operation",げんこう,"Noun, Noun which may take the genitive case particle 'no'"
耕作,"cultivation, farming",こうさく,"Noun, Suru verb, Transitive verb"
失格,"disqualification, elimination, incapacity",しっかく,"Noun, Suru verb"
精密,"precise, exact, detailed, accurate, minute, close",せいみつ,"Na-adjective , Noun"
精巧,"elaborate, delicate, exquisite",せいこう,"Na-adjective , Noun"
防火,"fire prevention, fire fighting, fire proof",ぼうか,"Noun, Suru verb, Noun which may take the genitive case particle 'no'"
実情,"real condition, actual circumstances, actual state of affairs",じつじょう,Noun
再現,"reappearance, reemergence, return, revival",さいげん,"Noun, Suru verb, Noun which may take the genitive case particle 'no'"
利潤,"profit, returns",りじゅん,Noun
仕上がり,"finish, end, completion, result",しあ,Noun
有り様,"state, condition, circumstances, sight, spectacle",あ,Noun
志向,"intention, aim, preference (for), orientation (towards a goal)",しこう,"Noun, Suru verb, Transitive verb"
邸宅,"(large) house, residence, mansion",ていたく,Noun
契機,"opportunity, chance",けいき,Noun
売り出し,(bargain) sale,う,Noun
講習,"short course, training",こうしゅう,"Noun, Suru verb, Transitive verb"
対談,"talk, dialogue, conversation",たいだん,"Noun, Suru verb, Transitive verb, Intransitive verb"
誤差,"measurement error, calculation error",ごさ,Noun
抗争,"rivalry, feud, conflict, dispute, struggle, strife, contention, resistance",こうそう,"Noun, Suru verb, Intransitive verb"
天災,"natural calamity, disaster",てんさい,Noun
公用,"official business, government business, public business, company duties",こうよう,Noun
軸,"axis, shaft, axle",じく,"Noun, Noun, used as a suffix"
名称,"name, title",めいしょう,Noun
解剖,"dissection, autopsy, postmortem examination",かいぼう,"Noun, Suru verb, Transitive verb"
反撃,"counterattack, counteroffensive, counterblow",はんげき,"Noun, Suru verb, Intransitive verb"
階層,"class, level, stratum, layer, hierarchy",かいそう,Noun
人情,"humanity, empathy, kindness, sympathy",にんじょう,Noun
打開,break in the deadlock,だかい,"Noun, Suru verb, Transitive verb"
学芸,"arts and sciences, liberal arts",がくげい,Noun
勧告,"advice, counsel, remonstrance, recommendation",かんこく,"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'"
製法,"manufacturing method, recipe, formula",せいほう,Noun
賠償,"compensation, reparations, indemnity, damages",ばいしょう,"Noun, Suru verb, Transitive verb"
還元,"restoration, return",かんげん,"Noun, Suru verb, Transitive verb, Intransitive verb"
採掘,mining,さいくつ,"Noun, Suru verb, Transitive verb"
情緒,"emotion, feeling",じょうちょ,"Noun, Noun which may take the genitive case particle 'no'"
一変,"complete change, about-face",いっぺん,"Noun, Suru verb, Transitive verb, Intransitive verb"
総合,"synthesis, combination, integration, putting together",そうごう,"Noun, Suru verb, Transitive verb"
台本,"script, libretto, scenario",だいほん,Noun
診療,"diagnosis and treatment, medical care",しんりょう,"Noun, Suru verb, Transitive verb"
長官,"secretary (government), director, chief",ちょうかん,Noun
配偶者,"spouse, wife, husband, partner",はいぐうしゃ,Noun
創刊,"foundation (of a newspaper, magazine, etc.), starting, launching, first publication",そうかん,"Noun, Suru verb, Transitive verb"
味わい,"flavour, flavor, taste",あじ,"Noun, Noun which may take the genitive case particle 'no'"
末期,"last years, closing years, last days, closing days, end, last stage, final stages, terminal stage (of a disease)",まっき,Noun
同居,"living together, coexistence",どうきょ,"Noun, Suru verb, Intransitive verb"
申し入れる,"to propose, to suggest",もう,"Ichidan verb, Transitive verb"
丘陵,hill,きゅうりょう,Noun
民宿,"guest house, private home providing lodging for travelers, bed and breakfast, pension",みんしゅく,Noun
未練,"lingering attachment, lingering affection, regret, reluctance, ruefulness",みれん,"Noun, Na-adjective "
待望,"waiting expectantly, waiting eagerly, looking forward to",たいぼう,"Noun, Suru verb"
勤め先,place of work,つと,Noun
勤労,"labor, labour, exertion, diligent service",きんろう,"Noun, Suru verb, Intransitive verb"
着工,starting (construction) work,ちゃっこう,"Noun, Suru verb, Intransitive verb"
区間,"section (of track, etc.), segment, dimension",くかん,"Noun, Noun, used as a suffix"
格差,"qualitative difference, disparity, gap",かくさ,Noun
踏まえる,"to be based on, to take into account, to build upon, to have origin in",ふ,"Ichidan verb, Transitive verb"
心得,"knowledge, understanding",こころえ,Noun
据える,"to place (in position), to fix, to set (e.g. table), to lay (foundation)",す,"Ichidan verb, Transitive verb"
計器,"meter, gauge",けいき,Noun
元来,"originally, essentially, naturally, by nature, really, actually",がんらい,Adverb 
即する,"to conform to, to agree with, to be adapted to, to be based on",そく,"Suru verb - special class, Intransitive verb"
本体,"substance, real form",ほんたい,"Noun, Noun which may take the genitive case particle 'no'"
大空,"wide open sky, the blue, heavens, firmament",おおぞら,Noun
遭難,"disaster, accident, shipwreck, distress",そうなん,"Noun, Suru verb, Intransitive verb"
否決,"rejection, negation, voting down",ひけつ,"Noun, Suru verb, Transitive verb"
長編,"long (e.g. novel, film)",ちょうへん,"Noun, Noun which may take the genitive case particle 'no'"
原形,"original form, base form",げんけい,Noun
沿線,"alongside a railway line, bus route, major thoroughfare, etc.",えんせん,"Noun which may take the genitive case particle 'no', Noun"
適性,"aptitude, aptness, suitability",てきせい,Noun
養成,"training, education, development, cultivation",ようせい,"Noun, Suru verb, Transitive verb"
所在,"whereabouts, place where one is, position, location",しょざい,"Noun, Suru verb"
先行,"going ahead, going first",せんこう,"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
不調,"bad condition, poor condition, disorder, slump, being out of form",ふちょう,"Noun, Noun which may take the genitive case particle 'no', Na-adjective "
根底,"root, basis, foundation",こんてい,Noun
子息,(another's) son,しそく,Noun
本館,"main building (in contrast to an annex, etc.)",ほんかん,Noun
発掘,"excavation, exhumation, digging up, unearthing",はっくつ,"Noun, Suru verb, Transitive verb"
素朴,"simple, artless, naive, unsophisticated",そぼく,"Na-adjective , Noun"
共働き,"(husband and wife) both working, dual income",ともばたら,"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
症,illness,しょう,"Na-adjective , Noun, used as a suffix"
発足,"starting, inauguration, launch, founding, establishment, start-up",ほっそく,"Noun, Suru verb, Intransitive verb"
明朗,"cheerful, bright",めいろう,Na-adjective 
比率,"ratio, proportion, percentage",ひりつ,Noun
軽快,"light (of movements), nimble, sprightly, springy",けいかい,"Na-adjective , Noun"
修了,completion (of a course),しゅうりょう,"Noun, Suru verb, Transitive verb, Intransitive verb"
建て前,"face, official stance, public position or attitude (as opposed to private thoughts)",た,Noun
碑,"stone monument bearing an inscription (esp. memorial for future generations), stele, stela",いしぶみ,Noun
購買,"procurement, purchase, buying",こうばい,"Noun, Suru verb"
行員,bank clerk,こういん,Noun
電源,"source of electricity, electrical power",でんげん,Noun
許容,"permission, allowance, acceptance, tolerance, pardon",きょよう,"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'"
仕掛け,"device, contrivance, mechanism, gadget",しか,Noun
異性,the opposite sex,いせい,"Noun, Noun which may take the genitive case particle 'no'"
一概に,"unconditionally, as a rule",いちがい,Adverb 
粘り,"stickiness, viscosity",ねば,Noun
選考,"selection, screening",せんこう,"Noun, Suru verb, Transitive verb"
戦力,"war potential, military strength, fighting power",せんりょく,Noun
過密,"overcrowding, congestion, overpopulation",かみつ,"Noun, Na-adjective "
母校,alma mater,ぼこう,Noun
運輸,transportation,うんゆ,Noun
下火,"burning low, waning, declining",したび,Noun
静止,"stillness, repose, standing still",せいし,"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
交易,"trade, commerce",こうえき,"Noun, Suru verb, Transitive verb, Intransitive verb"
火花,spark,ひばな,Noun
該当,"corresponding to, being applicable to, being relevant to, coming under, falling under, fulfilling (requirements), meeting (conditions), qualifying for",がいとう,"Noun, Suru verb, Intransitive verb"
公団,public corporation,こうだん,Noun
胴,"trunk, torso, body, abdomen, waist",どう,Noun
お産,"(giving) birth, childbirth, delivery, confinement",さん,Noun
主催,"sponsorship (i.e. conducting under one's auspices), promotion, organizing, organising, hosting, staging",しゅさい,"Noun, Suru verb, Transitive verb"
外来,"foreign, imported",がいらい,"Noun which may take the genitive case particle 'no', Noun"
優位,"predominance, superiority, ascendancy, advantage, supremacy",ゆうい,"Noun, Na-adjective "
出品,"exhibiting, showing, putting on display, putting up for sale, entering (a work into a competition), submitting",しゅっぴん,"Noun, Suru verb, Transitive verb, Intransitive verb"
前,"last (i.e. immediately preceding), previous, ex-, former",ぜん,"Noun, used as a prefix"
遣る,"to do, to undertake, to perform, to play (a game), to study",やる,"Godan verb with ru ending, Transitive verb"
直ぐ,"immediately, at once, right away, directly",すぐ,"Adverb , Noun"
間違う,"to make a mistake, to be incorrect, to be mistaken",まちが,Godan verb with u ending
何て,"how ...!, what ...!",なんて,"Noun or verb acting prenominally, Adverb "
訪れる,"to visit, to call on",おとず,"Ichidan verb, Transitive verb"
易い,easy,やす,I-adjective 
忠告,"advice, warning",ちゅうこく,"Noun, Suru verb, Transitive verb, Noun which may take the genitive case particle 'no'"
的,"-ical, -ive, -al, -ic, -y",てき,"Suffix, Na-adjective "
あっ,"ah, oh",あっ,
側,"side (of something, or taking someone's side), part",がわ,"Noun, Suffix"
近づく,"to approach, to draw near, to get close",ちか,"Godan verb with ku ending, Intransitive verb"
犯す,"to commit (e.g. crime), to perpetrate, to make (e.g. mistake)",おか,"Godan verb with su ending, Transitive verb"
冊,counter for books,さつ,Counter
後悔,"regret, repentance, remorse",こうかい,"Noun, Suru verb, Transitive verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
齎す,"to bring (news, knowledge, etc.), to introduce",もたらす,"Godan verb with su ending, Transitive verb"
果たす,"to accomplish, to achieve, to carry out, to fulfill, to fulfil, to realize, to execute, to perform, to do",は,"Godan verb with su ending, Transitive verb"
嘗て,"once, before, formerly, ever, former, ex-",かつて,"Adverb , Noun which may take the genitive case particle 'no'"
尽くす,"to use up, to exhaust, to run out of",つ,"Godan verb with su ending, Transitive verb"
軽蔑,"contempt, scorn, disdain, despising, looking down on, slighting",けいべつ,"Noun, Suru verb, Transitive verb"
愚か,"foolish, stupid, silly",おろ,Na-adjective 
役立つ,"to be useful, to be helpful, to serve the purpose",やくだ,"Godan verb with tsu ending, Intransitive verb"
取り戻す,"to take back, to get back, to regain, to recover, to restore, to recoup",と,"Godan verb with su ending, Transitive verb"
産む,"to give birth, to bear (child), to lay (eggs)",う,"Godan verb with mu ending, Transitive verb"
枚,"counter for thin, flat objects (e.g. sheets of paper, plates, coins)",まい,Counter
養う,"to support, to maintain, to provide for",やしな,"Godan verb with u ending, Transitive verb"
勇敢,"brave, heroic, gallant",ゆうかん,Na-adjective 
痛む,"to hurt, to ache, to feel a pain",いた,"Godan verb with mu ending, Intransitive verb"
名付ける,"to name, to call, to christen, to term",なづ,"Ichidan verb, Transitive verb"
遥か,"far away, far off, far, distant, in the distance",はるか,"Na-adjective , Adverb "
引き起こす,"to cause, to induce, to bring about, to provoke",ひ,"Godan verb with su ending, Transitive verb"
極めて,"exceedingly, extremely, decisively",きわ,Adverb 
部,"department (in an organization, company, etc.), division, bureau, faculty",ぶ,"Noun, Noun, used as a suffix"
値する,"to be worth, to be worthy of, to deserve, to merit",あたい,"Suru verb - included, Intransitive verb"
仕上げる,"to finish up, to complete, to finish off, to get through, to polish off",しあ,"Ichidan verb, Transitive verb"
空腹,"empty stomach, hunger",くうふく,"Noun, Na-adjective , Noun which may take the genitive case particle 'no'"
自ずから,"naturally, in due course, by itself, of its own accord",おのずから,Adverb 
最早,"already, now",もはや,Adverb 
態々,"expressly, especially, specially, taking the trouble (to do), going to the trouble of (doing), going out of one's way (to do)",わざわざ,Adverb 
夜更かし,"staying up late, keeping late hours, sitting up late at night, nighthawk",よふ,"Noun, Suru verb, Intransitive verb"
済ます,"to finish, to get it over with, to conclude",す,"Godan verb with su ending, Transitive verb"
取り除く,"to remove, to deinstall, to take away, to set apart",と,"Godan verb with ku ending, Transitive verb"
前もって,"in advance, beforehand, previously",まえ,Adverb 
恥じる,to feel ashamed,は,Ichidan verb
捧げる,"to lift up, to hold up, to hold above eye level",ささ,"Ichidan verb, Transitive verb"
生まれつき,"by nature, by birth, naturally, natural, innate",う,"Adverb , Noun which may take the genitive case particle 'no', Noun"
見渡す,"to look out over, to survey (scene), to take an extensive view of",みわた,"Godan verb with su ending, Transitive verb"
富む,"to be rich in, to abound in, to be abundant in, to be full of",と,"Godan verb with mu ending, Intransitive verb"
如何に,"how, in what way",いかに,Adverb 
試みる,"to try, to attempt, to have a go (at)",こころ,"Ichidan verb, Transitive verb"
相応しい,"appropriate, adequate, suitable, fitting, worthy",ふさわしい,I-adjective 
無礼,"rudeness, impoliteness, discourtesy, insolence",ぶれい,"Noun, Na-adjective "
取り分け,"especially, above all",とりわけ,Adverb 
逃げ出す,"to run away, to flee, to make off, to take to one's heels, to escape",に,Godan verb with su ending
受かる,to pass (examination),う,"Godan verb with ru ending, Intransitive verb"
完璧,"perfect, complete, flawless",かんぺき,Na-adjective 
況して,"still more, to say nothing of, not to mention",まして,"Expressions , Adverb "
費やす,"to spend, to expend, to consume",つい,"Godan verb with su ending, Transitive verb"
漏らす,"to let leak, to let out (e.g. light)",も,"Godan verb with su ending, Transitive verb"
尚更,"still more, even more, all the more",なおさら,Adverb 
群集,"crowd, community, group, herd, gathering, assembly",ぐんしゅう,"Noun, Suru verb"
演じる,"to act (a part), to play (a role)",えん,"Ichidan verb, Transitive verb"
誠,"truth, reality",まこと,"Adverb , Noun"
費,"cost, expense",ひ,"Noun, used as a suffix"
顔付き,"(outward) looks, features, face, countenance, expression",かおつ,Noun
容易い,"easy, simple, light",たやすい,I-adjective 
如何にも,"indeed, really, truly, just (like)",いかにも,Adverb 
嘘つき,"liar, fibber",うそ,"Noun, Na-adjective "
製,"-made, make",せい,"Noun, Noun, used as a suffix"
取り組む,"to grapple with, to wrestle with, to engage in a bout, to be matched against",と,"Godan verb with mu ending, Intransitive verb"
乗り込む,"to board, to embark on, to get into (a car), to man (a ship), to help (someone) into",の,"Godan verb with mu ending, Intransitive verb"
目覚める,"to wake up, to awake",めざ,"Ichidan verb, Intransitive verb"
賭ける,"to wager, to bet, to risk, to stake, to gamble",か,"Ichidan verb, Transitive verb"
沿う,"to run along, to run beside, to stick to (a line)",そ,"Godan verb with u ending, Intransitive verb"
叶う,"to come true (of a wish, prayer, etc.), to be realized, to be fulfilled",かな,Godan verb with u ending
治まる,"to die down (storm, anger, conflict, etc.), to calm down, to cool off, to abate, to be settled, to be brought under control",おさ,"Godan verb with ru ending, Intransitive verb"
悟る,"to perceive, to sense, to become aware, to notice, to detect, to discern",さと,"Godan verb with ru ending, Transitive verb"
員,member,いん,"Noun, Noun, used as a suffix"
尽きる,"to be used up, to be run out, to be exhausted, to be consumed, to come to an end",つ,"Ichidan verb, Intransitive verb"
拒絶,"refusal, rejection",きょぜつ,"Noun, Suru verb, Transitive verb"
番目,the nth ...,ばんめ,Counter
向け,"intended for ..., oriented towards ..., aimed at ...",む,"Noun, used as a suffix"
欠く,"to chip, to nick, to break, to crack",か,"Godan verb with ku ending, Transitive verb"
害する,"to injure, to damage, to harm, to hurt",がい,"Suru verb - special class, Transitive verb"
奢る,to give (someone) a treat,おごる,"Godan verb with ru ending, Transitive verb"
漏れる,"to leak out, to escape, to come through, to shine through, to filter out",も,"Ichidan verb, Intransitive verb"
兎角,"(doing) various things, (doing) this and that",とかく,"Adverb , Suru verb"
衰える,"to become weak, to decline, to wear, to abate, to decay, to wither, to waste away",おとろ,"Ichidan verb, Intransitive verb"
伴う,"to accompany, to go hand in hand with, to be consequent upon",ともな,"Godan verb with u ending, Intransitive verb"
憂鬱,"depression, melancholy, dejection, gloom, despondency",ゆううつ,"Noun, Na-adjective "
身振り,"gesture, gesticulation, motion",みぶ,Noun
誤る,"to make a mistake (in), to commit an error, to do incorrectly, to err",あやま,"Godan verb with ru ending, Transitive verb"
及び,"and, as well as",およ,Conjunction
整える,"to put in order, to arrange, to tidy up, to fix, to straighten",ととの,"Ichidan verb, Transitive verb"
咎める,"to blame, to reproach, to censure, to rebuke, to reprove, to find fault, to take to task, to criticize, to criticise",とが,"Ichidan verb, Transitive verb"
申し出る,"to offer, to propose, to suggest, to put forward, to request, to ask (for), to apply (for), to report (to), to notify",もう,"Ichidan verb, Transitive verb"
見せびらかす,"to show off, to flaunt",み,"Godan verb with su ending, Transitive verb"
見逃す,"to miss, to overlook, to fail to notice",みのが,"Godan verb with su ending, Transitive verb"
台無し,"spoiled, spoilt, ruined, wasted (chance, etc.), messed up, destroyed, (coming to) nothing",だいな,"Na-adjective , Noun"
痛める,"to hurt, to injure, to cause pain",いた,"Ichidan verb, Transitive verb"
差し出す,"to present, to submit, to tender, to hold out",さ,"Godan verb with su ending, Transitive verb"
込める,"to load (a gun, etc.), to charge",こ,"Ichidan verb, Transitive verb"
摘む,"to pinch, to hold (between one's fingers), to pick up (with chopsticks, tweezers, etc.)",つまむ,"Godan verb with mu ending, Transitive verb"
